p_noshow,p_denial,appointment_value,noshow_loss,denial_loss,total_expected_loss,risk_score,risk_tier
0.488,0.277,2223.58,1085.2,315.36,1400.56,63.0,MODERATE
0.4215,0.277,2223.58,937.24,356.35,1293.59,58.2,MODERATE
0.5612,0.277,2223.58,1247.96,270.27,1518.23,68.3,HIGH
0.2722,0.277,2223.58,605.23,448.32,1053.56,47.4,LOW
0.5892,0.277,2223.58,1310.21,253.03,1563.24,70.3,HIGH
0.5975,0.277,2223.58,1328.63,247.92,1576.55,70.9,HIGH
0.41,0.277,2223.58,911.57,363.46,1275.03,57.3,MODERATE
0.6162,0.277,2223.58,1370.26,236.39,1606.65,72.3,CRITICAL
0.5119,0.277,2223.58,1138.31,300.65,1438.96,64.7,MODERATE
0.6504,0.277,2223.58,1446.12,215.37,1661.5,74.7,CRITICAL
0.6037,0.277,2223.58,1342.48,244.09,1586.57,71.4,HIGH
0.5899,0.277,2223.58,1311.74,252.6,1564.34,70.4,HIGH
0.5211,0.277,2223.58,1158.68,295.0,1453.68,65.4,HIGH
0.5681,0.277,2223.58,1263.31,266.02,1529.33,68.8,HIGH
0.4361,0.277,2223.58,969.64,347.37,1317.01,59.2,MODERATE
0.4566,0.277,2223.58,1015.34,334.71,1350.05,60.7,MODERATE
0.4472,0.277,2223.58,994.46,340.5,1334.95,60.0,MODERATE
0.4228,0.277,2223.58,940.15,355.54,1295.69,58.3,MODERATE
0.4586,0.277,2223.58,1019.67,333.51,1353.19,60.9,MODERATE
0.5905,0.277,2223.58,1312.96,252.26,1565.22,70.4,HIGH
0.507,0.277,2223.58,1127.46,303.65,1431.11,64.4,MODERATE
0.5826,0.277,2223.58,1295.54,257.09,1552.63,69.8,HIGH
0.3614,0.277,2223.58,803.56,393.38,1196.94,53.8,LOW
0.4581,0.277,2223.58,1018.53,333.83,1352.36,60.8,MODERATE
0.4371,0.277,2223.58,971.9,346.75,1318.65,59.3,MODERATE
0.5146,0.277,2223.58,1144.35,298.97,1443.32,64.9,MODERATE
0.2724,0.277,2223.58,605.64,448.21,1053.85,47.4,LOW
0.3801,0.277,2223.58,845.24,381.83,1227.07,55.2,MODERATE
0.3963,0.277,2223.58,881.28,371.85,1253.13,56.4,MODERATE
0.4799,0.277,2223.58,1067.04,320.39,1387.43,62.4,MODERATE
0.5157,0.277,2223.58,1146.62,298.34,1444.96,65.0,MODERATE
0.6716,0.277,2223.58,1493.28,202.31,1695.59,76.3,CRITICAL
0.3886,0.277,2223.58,864.14,376.6,1240.74,55.8,MODERATE
0.438,0.277,2223.58,973.94,346.18,1320.12,59.4,MODERATE
0.4848,0.277,2223.58,1077.88,317.39,1395.27,62.7,MODERATE
0.4692,0.277,2223.58,1043.28,326.97,1370.25,61.6,MODERATE
0.5749,0.277,2223.58,1278.28,261.87,1540.15,69.3,HIGH
0.4782,0.277,2223.58,1063.37,321.41,1384.78,62.3,MODERATE
0.479,0.277,2223.58,1065.07,320.94,1386.01,62.3,MODERATE
0.5227,0.277,2223.58,1162.22,294.02,1456.25,65.5,HIGH
0.3867,0.277,2223.58,859.94,377.76,1237.7,55.7,MODERATE
0.5513,0.277,2223.58,1225.76,276.42,1502.18,67.6,HIGH
0.5683,0.277,2223.58,1263.75,265.9,1529.65,68.8,HIGH
0.3563,0.277,2223.58,792.34,396.49,1188.83,53.5,LOW
0.393,0.277,2223.58,873.77,373.93,1247.7,56.1,MODERATE
0.4165,0.277,2223.58,926.13,359.43,1285.55,57.8,MODERATE
0.4163,0.277,2223.58,925.63,359.56,1285.19,57.8,MODERATE
0.4061,0.277,2223.58,902.92,365.86,1268.78,57.1,MODERATE
0.4516,0.277,2223.58,1004.06,337.84,1341.9,60.3,MODERATE
0.4606,0.277,2223.58,1024.16,332.27,1356.43,61.0,MODERATE
0.4988,0.277,2223.58,1109.19,308.71,1417.9,63.8,MODERATE
0.3021,0.277,2223.58,671.71,429.91,1101.61,49.5,LOW
0.5615,0.277,2223.58,1248.48,270.13,1518.61,68.3,HIGH
0.5309,0.277,2223.58,1180.52,288.95,1469.47,66.1,HIGH
0.6072,0.277,2223.58,1350.2,241.95,1592.15,71.6,HIGH
0.6191,0.277,2223.58,1376.67,234.61,1611.29,72.5,CRITICAL
0.5157,0.277,2223.58,1146.74,298.31,1445.05,65.0,MODERATE
0.3515,0.277,2223.58,781.67,399.44,1181.11,53.1,LOW
0.4727,0.277,2223.58,1051.05,324.82,1375.87,61.9,MODERATE
0.6229,0.277,2223.58,1385.15,232.26,1617.42,72.7,CRITICAL
0.4934,0.277,2223.58,1097.17,312.04,1409.21,63.4,MODERATE
0.4012,0.277,2223.58,892.07,368.86,1260.93,56.7,MODERATE
0.5522,0.277,2223.58,1227.83,275.85,1503.68,67.6,HIGH
0.4686,0.277,2223.58,1041.97,327.34,1369.3,61.6,MODERATE
0.5412,0.277,2223.58,1203.41,282.61,1486.03,66.8,HIGH
0.6294,0.277,2223.58,1399.46,228.3,1627.76,73.2,CRITICAL
0.5748,0.277,2223.58,1278.15,261.91,1540.06,69.3,HIGH
0.3757,0.277,2223.58,835.42,384.55,1219.98,54.9,LOW
0.4826,0.277,2223.58,1073.1,318.71,1391.81,62.6,MODERATE
0.416,0.277,2223.58,924.98,359.75,1284.72,57.8,MODERATE
0.4468,0.277,2223.58,993.4,340.79,1334.19,60.0,MODERATE
0.3904,0.277,2223.58,868.12,375.5,1243.61,55.9,MODERATE
0.6235,0.277,2223.58,1386.37,231.93,1618.3,72.8,CRITICAL
0.6131,0.277,2223.58,1363.34,238.31,1601.65,72.0,CRITICAL
0.6148,0.277,2223.58,1367.06,237.28,1604.34,72.2,CRITICAL
0.3458,0.277,2223.58,768.99,402.96,1171.95,52.7,LOW
0.4395,0.277,2223.58,977.33,345.24,1322.57,59.5,MODERATE
0.5242,0.277,2223.58,1165.5,293.11,1458.62,65.6,HIGH
0.5999,0.277,2223.58,1333.89,246.47,1580.36,71.1,HIGH
0.5245,0.277,2223.58,1166.19,292.92,1459.11,65.6,HIGH
0.3405,0.277,2223.58,757.22,406.22,1163.44,52.3,LOW
0.3868,0.277,2223.58,859.97,377.75,1237.73,55.7,MODERATE
0.5211,0.277,2223.58,1158.71,295.0,1453.7,65.4,HIGH
0.421,0.277,2223.58,936.02,356.69,1292.71,58.1,MODERATE
0.5841,0.277,2223.58,1298.78,256.19,1554.97,69.9,HIGH
0.5176,0.277,2223.58,1150.98,297.14,1448.11,65.1,HIGH
0.3952,0.277,2223.58,878.69,372.57,1251.26,56.3,MODERATE
0.3292,0.277,2223.58,732.0,413.2,1145.21,51.5,LOW
0.666,0.277,2223.58,1481.01,205.71,1686.72,75.9,CRITICAL
0.4302,0.277,2223.58,956.66,350.97,1307.62,58.8,MODERATE
0.5536,0.277,2223.58,1230.9,275.0,1505.9,67.7,HIGH
0.431,0.277,2223.58,958.42,350.48,1308.9,58.9,MODERATE
0.4955,0.277,2223.58,1101.68,310.79,1412.47,63.5,MODERATE
0.5242,0.277,2223.58,1165.64,293.08,1458.71,65.6,HIGH
0.5512,0.277,2223.58,1225.7,276.44,1502.13,67.6,HIGH
0.4759,0.277,2223.58,1058.24,322.83,1381.07,62.1,MODERATE
0.6257,0.277,2223.58,1391.2,230.59,1621.79,72.9,CRITICAL
0.4053,0.277,2223.58,901.3,366.3,1267.6,57.0,MODERATE
0.4527,0.277,2223.58,1006.65,337.12,1343.77,60.4,MODERATE
0.505,0.277,2223.58,1122.82,304.94,1427.76,64.2,MODERATE
0.6399,0.277,2223.58,1422.93,221.8,1644.73,74.0,CRITICAL
0.4286,0.277,2223.58,952.98,351.99,1304.97,58.7,MODERATE
0.6239,0.277,2223.58,1387.37,231.65,1619.02,72.8,CRITICAL
0.5817,0.277,2223.58,1293.4,257.68,1551.08,69.8,HIGH
0.4349,0.277,2223.58,967.05,348.09,1315.14,59.1,MODERATE
0.4545,0.277,2223.58,1010.51,336.05,1346.56,60.6,MODERATE
0.5896,0.277,2223.58,1310.94,252.82,1563.76,70.3,HIGH
0.4438,0.277,2223.58,986.77,342.63,1329.39,59.8,MODERATE
0.3629,0.277,2223.58,806.84,392.47,1199.31,53.9,LOW
0.4816,0.277,2223.58,1070.79,319.35,1390.14,62.5,MODERATE
0.5588,0.277,2223.58,1242.61,271.75,1514.36,68.1,HIGH
0.4066,0.277,2223.58,904.04,365.54,1269.59,57.1,MODERATE
0.2898,0.277,2223.58,644.29,437.5,1081.79,48.7,LOW
0.4622,0.277,2223.58,1027.75,331.27,1359.03,61.1,MODERATE
0.3013,0.277,2223.58,670.0,430.38,1100.38,49.5,LOW
0.41,0.277,2223.58,911.66,363.43,1275.1,57.3,MODERATE
0.4928,0.277,2223.58,1095.71,312.45,1408.16,63.3,MODERATE
0.5718,0.277,2223.58,1271.5,263.75,1535.25,69.0,HIGH
0.4491,0.277,2223.58,998.59,339.35,1337.94,60.2,MODERATE
0.56,0.277,2223.58,1245.29,271.01,1516.3,68.2,HIGH
0.4577,0.277,2223.58,1017.83,334.02,1351.85,60.8,MODERATE
0.4611,0.277,2223.58,1025.35,331.94,1357.29,61.0,MODERATE
0.46,0.277,2223.58,1022.9,332.62,1355.52,61.0,MODERATE
0.3914,0.277,2223.58,870.24,374.91,1245.15,56.0,MODERATE
0.4383,0.277,2223.58,974.69,345.97,1320.67,59.4,MODERATE
0.5324,0.277,2223.58,1183.8,288.04,1471.85,66.2,HIGH
0.4674,0.277,2223.58,1039.23,328.1,1367.32,61.5,MODERATE
0.4173,0.277,2223.58,927.99,358.91,1286.9,57.9,MODERATE
0.5084,0.277,2223.58,1130.53,302.8,1433.33,64.5,MODERATE
0.4455,0.277,2223.58,990.5,341.59,1332.09,59.9,MODERATE
0.418,0.277,2223.58,929.54,358.48,1288.02,57.9,MODERATE
0.3214,0.277,2223.58,714.66,418.01,1132.67,50.9,LOW
0.5508,0.277,2223.58,1224.69,276.72,1501.41,67.5,HIGH
0.37,0.277,2223.58,822.71,388.08,1210.79,54.5,LOW
0.466,0.277,2223.58,1036.27,328.91,1365.18,61.4,MODERATE
0.4882,0.277,2223.58,1085.6,315.25,1400.85,63.0,MODERATE
0.5823,0.277,2223.58,1294.84,257.28,1552.12,69.8,HIGH
0.6649,0.277,2223.58,1478.39,206.44,1684.83,75.8,CRITICAL
0.3924,0.277,2223.58,872.49,374.29,1246.77,56.1,MODERATE
0.3651,0.277,2223.58,811.77,391.1,1202.88,54.1,LOW
0.6137,0.277,2223.58,1364.72,237.93,1602.64,72.1,CRITICAL
0.6256,0.277,2223.58,1390.99,230.65,1621.64,72.9,CRITICAL
0.4907,0.277,2223.58,1091.09,313.73,1404.82,63.2,MODERATE
0.592,0.277,2223.58,1316.43,251.3,1567.73,70.5,HIGH
0.5876,0.277,2223.58,1306.5,254.05,1560.55,70.2,HIGH
0.6454,0.277,2223.58,1435.18,218.41,1653.58,74.4,CRITICAL
0.4449,0.277,2223.58,989.38,341.9,1331.28,59.9,MODERATE
0.428,0.277,2223.58,951.75,352.33,1304.08,58.6,MODERATE
0.4145,0.277,2223.58,921.65,360.67,1282.32,57.7,MODERATE
0.5078,0.277,2223.58,1129.1,303.2,1432.29,64.4,MODERATE
0.4831,0.277,2223.58,1074.29,318.38,1392.67,62.6,MODERATE
0.4811,0.277,2223.58,1069.72,319.65,1389.37,62.5,MODERATE
0.51,0.277,2223.58,1133.98,301.84,1435.83,64.6,MODERATE
0.6895,0.277,2223.58,1533.22,191.25,1724.46,77.6,CRITICAL
0.5667,0.277,2223.58,1260.19,266.88,1527.07,68.7,HIGH
0.4709,0.277,2223.58,1047.15,325.9,1373.05,61.7,MODERATE
0.4221,0.277,2223.58,938.54,355.99,1294.53,58.2,MODERATE
0.5398,0.277,2223.58,1200.26,283.49,1483.74,66.7,HIGH
0.5213,0.277,2223.58,1159.11,294.89,1453.99,65.4,HIGH
0.6317,0.277,2223.58,1404.65,226.87,1631.51,73.4,CRITICAL
0.6155,0.277,2223.58,1368.53,236.87,1605.4,72.2,CRITICAL
0.6124,0.277,2223.58,1361.76,238.74,1600.51,72.0,HIGH
0.444,0.277,2223.58,987.2,342.51,1329.71,59.8,MODERATE
0.6261,0.277,2223.58,1392.25,230.3,1622.55,73.0,CRITICAL
0.3755,0.277,2223.58,834.88,384.7,1219.59,54.8,LOW
0.4659,0.277,2223.58,1035.95,329.0,1364.96,61.4,MODERATE
0.3496,0.277,2223.58,777.47,400.61,1178.07,53.0,LOW
0.6208,0.277,2223.58,1380.43,233.57,1614.0,72.6,CRITICAL
0.5026,0.277,2223.58,1117.6,306.38,1423.99,64.0,MODERATE
0.2558,0.277,2223.58,568.76,458.43,1027.18,46.2,LOW
0.5722,0.277,2223.58,1272.27,263.54,1535.81,69.1,HIGH
0.4883,0.277,2223.58,1085.86,315.18,1401.04,63.0,MODERATE
0.2949,0.277,2223.58,655.79,434.32,1090.11,49.0,LOW
0.5745,0.277,2223.58,1277.55,262.07,1539.62,69.2,HIGH
0.5887,0.277,2223.58,1309.1,253.33,1562.43,70.3,HIGH
0.4805,0.277,2223.58,1068.5,319.99,1388.49,62.4,MODERATE
0.4155,0.277,2223.58,924.01,360.01,1284.02,57.7,MODERATE
0.6773,0.277,2223.58,1505.93,198.81,1704.73,76.7,CRITICAL
0.3926,0.277,2223.58,872.99,374.15,1247.14,56.1,MODERATE
0.5942,0.277,2223.58,1321.32,249.95,1571.27,70.7,HIGH
0.4206,0.277,2223.58,935.2,356.91,1292.11,58.1,MODERATE
0.5155,0.277,2223.58,1146.36,298.42,1444.78,65.0,MODERATE
0.5297,0.277,2223.58,1177.87,289.69,1467.55,66.0,HIGH
0.4177,0.277,2223.58,928.71,358.71,1287.42,57.9,MODERATE
0.4124,0.277,2223.58,916.9,361.98,1278.88,57.5,MODERATE
0.2961,0.277,2223.58,658.29,433.62,1091.91,49.1,LOW
0.636,0.277,2223.58,1414.21,224.22,1638.42,73.7,CRITICAL
0.3929,0.277,2223.58,873.69,373.95,1247.64,56.1,MODERATE
0.5106,0.277,2223.58,1135.46,301.44,1436.9,64.6,MODERATE
0.5689,0.277,2223.58,1264.95,265.56,1530.52,68.8,HIGH
0.5067,0.277,2223.58,1126.75,303.85,1430.6,64.3,MODERATE
0.5821,0.277,2223.58,1294.44,257.39,1551.84,69.8,HIGH
0.2168,0.277,2223.58,482.0,482.46,964.46,43.4,LOW
0.6369,0.277,2223.58,1416.17,223.67,1639.85,73.7,CRITICAL
0.5292,0.277,2223.58,1176.75,290.0,1466.75,66.0,HIGH
0.3505,0.277,2223.58,779.34,400.09,1179.43,53.0,LOW
0.3509,0.277,2223.58,780.19,399.86,1180.04,53.1,LOW
0.3824,0.277,2223.58,850.35,380.42,1230.77,55.4,MODERATE
0.4936,0.277,2223.58,1097.55,311.94,1409.49,63.4,MODERATE
0.5783,0.277,2223.58,1285.85,259.78,1545.62,69.5,HIGH
0.4467,0.277,2223.58,993.23,340.84,1334.06,60.0,MODERATE
0.6716,0.277,2223.58,1493.26,202.32,1695.58,76.3,CRITICAL
0.592,0.277,2223.58,1316.26,251.35,1567.61,70.5,HIGH
0.573,0.277,2223.58,1274.01,263.05,1537.06,69.1,HIGH
0.5736,0.277,2223.58,1275.49,262.64,1538.14,69.2,HIGH
0.5965,0.277,2223.58,1326.27,248.58,1574.85,70.8,HIGH
0.5034,0.277,2223.58,1119.38,305.89,1425.27,64.1,MODERATE
0.5107,0.277,2223.58,1135.65,301.38,1437.03,64.6,MODERATE
0.4142,0.277,2223.58,920.94,360.86,1281.81,57.6,MODERATE
0.4068,0.277,2223.58,904.65,365.38,1270.03,57.1,MODERATE
0.4821,0.277,2223.58,1071.98,319.02,1391.0,62.6,MODERATE
0.5252,0.277,2223.58,1167.88,292.45,1460.34,65.7,HIGH
0.3974,0.277,2223.58,883.7,371.18,1254.88,56.4,MODERATE
0.5806,0.277,2223.58,1291.06,258.33,1549.39,69.7,HIGH
0.5363,0.277,2223.58,1192.55,285.62,1478.17,66.5,HIGH
0.4784,0.277,2223.58,1063.68,321.32,1385.0,62.3,MODERATE
0.4256,0.277,2223.58,946.25,353.85,1300.1,58.5,MODERATE
0.5796,0.277,2223.58,1288.71,258.98,1547.69,69.6,HIGH
0.5123,0.277,2223.58,1139.19,300.4,1439.6,64.7,MODERATE
0.4838,0.277,2223.58,1075.81,317.96,1393.77,62.7,MODERATE
0.578,0.277,2223.58,1285.21,259.95,1545.16,69.5,HIGH
0.5326,0.277,2223.58,1184.21,287.93,1472.14,66.2,HIGH
0.3091,0.277,2223.58,687.37,425.57,1112.94,50.1,LOW
0.3935,0.277,2223.58,875.06,373.57,1248.63,56.2,MODERATE
0.3359,0.277,2223.58,746.93,409.07,1156.0,52.0,LOW
0.4585,0.277,2223.58,1019.48,333.57,1353.04,60.8,MODERATE
0.6137,0.277,2223.58,1364.6,237.96,1602.56,72.1,CRITICAL
0.5003,0.277,2223.58,1112.51,307.79,1420.3,63.9,MODERATE
0.4733,0.277,2223.58,1052.38,324.45,1376.83,61.9,MODERATE
0.531,0.277,2223.58,1180.8,288.87,1469.68,66.1,HIGH
0.5541,0.277,2223.58,1232.15,274.65,1506.8,67.8,HIGH
0.546,0.277,2223.58,1213.98,279.68,1493.67,67.2,HIGH
0.4663,0.277,2223.58,1036.87,328.75,1365.62,61.4,MODERATE
0.6787,0.277,2223.58,1509.14,197.92,1707.06,76.8,CRITICAL
0.2471,0.277,2223.58,549.53,463.75,1013.28,45.6,LOW
0.2683,0.277,2223.58,596.51,450.74,1047.25,47.1,LOW
0.509,0.277,2223.58,1131.89,302.43,1434.31,64.5,MODERATE
0.4045,0.277,2223.58,899.53,366.79,1266.33,56.9,MODERATE
0.3907,0.277,2223.58,868.86,375.29,1244.15,56.0,MODERATE
0.5668,0.277,2223.58,1260.24,266.87,1527.11,68.7,HIGH
0.4191,0.277,2223.58,931.84,357.84,1289.68,58.0,MODERATE
0.5146,0.277,2223.58,1144.36,298.97,1443.33,64.9,MODERATE
0.4237,0.277,2223.58,942.19,354.98,1297.16,58.3,MODERATE
0.3026,0.277,2223.58,672.82,429.6,1102.42,49.6,LOW
0.5563,0.277,2223.58,1237.06,273.29,1510.35,67.9,HIGH
0.4409,0.277,2223.58,980.38,344.4,1324.78,59.6,MODERATE
0.6195,0.277,2223.58,1377.4,234.41,1611.81,72.5,CRITICAL
0.6743,0.277,2223.58,1499.43,200.61,1700.04,76.5,CRITICAL
0.5471,0.277,2223.58,1216.54,278.98,1495.51,67.3,HIGH
0.4422,0.277,2223.58,983.2,343.62,1326.82,59.7,MODERATE
0.4121,0.277,2223.58,916.41,362.12,1278.53,57.5,MODERATE
0.3595,0.277,2223.58,799.48,394.51,1193.99,53.7,LOW
0.4753,0.277,2223.58,1056.76,323.24,1380.0,62.1,MODERATE
0.5548,0.277,2223.58,1233.6,274.25,1507.85,67.8,HIGH
0.5395,0.277,2223.58,1199.57,283.68,1483.25,66.7,HIGH
0.5082,0.277,2223.58,1130.1,302.92,1433.02,64.4,MODERATE
0.4047,0.277,2223.58,899.81,366.72,1266.53,57.0,MODERATE
0.5242,0.277,2223.58,1165.64,293.08,1458.72,65.6,HIGH
0.6357,0.277,2223.58,1413.48,224.42,1637.9,73.7,CRITICAL
0.5368,0.277,2223.58,1193.67,285.31,1478.98,66.5,HIGH
0.7094,0.277,2223.58,1577.4,179.01,1756.41,79.0,CRITICAL
0.4781,0.277,2223.58,1063.19,321.46,1384.64,62.3,MODERATE
0.4328,0.277,2223.58,962.4,349.38,1311.78,59.0,MODERATE
0.4635,0.277,2223.58,1030.52,330.51,1361.03,61.2,MODERATE
0.2168,0.277,2223.58,482.13,482.43,964.55,43.4,LOW
0.4145,0.277,2223.58,921.75,360.64,1282.39,57.7,MODERATE
0.4983,0.277,2223.58,1107.99,309.05,1417.03,63.7,MODERATE
0.4408,0.277,2223.58,980.09,344.48,1324.57,59.6,MODERATE
0.4257,0.277,2223.58,946.68,353.73,1300.41,58.5,MODERATE
0.4542,0.277,2223.58,1009.98,336.2,1346.18,60.5,MODERATE
0.5593,0.277,2223.58,1243.6,271.48,1515.08,68.1,HIGH
0.4318,0.277,2223.58,960.09,350.02,1310.11,58.9,MODERATE
0.4778,0.277,2223.58,1062.37,321.68,1384.06,62.2,MODERATE
0.4961,0.277,2223.58,1103.07,310.41,1413.48,63.6,MODERATE
0.6611,0.277,2223.58,1470.09,208.74,1678.83,75.5,CRITICAL
0.6403,0.277,2223.58,1423.66,221.6,1645.26,74.0,CRITICAL
0.4179,0.277,2223.58,929.34,358.54,1287.87,57.9,MODERATE
0.3305,0.277,2223.58,734.95,412.39,1147.34,51.6,LOW
0.4198,0.277,2223.58,933.35,357.43,1290.77,58.0,MODERATE
0.3458,0.277,2223.58,769.0,402.95,1171.96,52.7,LOW
0.5542,0.277,2223.58,1232.26,274.62,1506.88,67.8,HIGH
0.5753,0.277,2223.58,1279.31,261.59,1540.89,69.3,HIGH
0.489,0.277,2223.58,1087.34,314.77,1402.11,63.1,MODERATE
0.6157,0.277,2223.58,1369.12,236.71,1605.83,72.2,CRITICAL
0.4088,0.277,2223.58,908.94,364.19,1273.13,57.3,MODERATE
0.4827,0.277,2223.58,1073.4,318.63,1392.03,62.6,MODERATE
0.4389,0.277,2223.58,975.86,345.65,1321.51,59.4,MODERATE
0.4893,0.277,2223.58,1087.92,314.61,1402.53,63.1,MODERATE
0.4526,0.277,2223.58,1006.29,337.22,1343.51,60.4,MODERATE
0.5949,0.277,2223.58,1322.73,249.56,1572.29,70.7,HIGH
0.4711,0.277,2223.58,1047.53,325.8,1373.32,61.8,MODERATE
0.3519,0.277,2223.58,782.51,399.21,1181.72,53.1,LOW
0.3864,0.277,2223.58,859.23,377.96,1237.19,55.6,MODERATE
0.4216,0.277,2223.58,937.47,356.28,1293.75,58.2,MODERATE
0.4834,0.277,2223.58,1074.82,318.23,1393.06,62.6,MODERATE
0.4026,0.277,2223.58,895.2,367.99,1263.2,56.8,MODERATE
0.6714,0.277,2223.58,1492.92,202.41,1695.33,76.2,CRITICAL
0.5161,0.277,2223.58,1147.5,298.1,1445.6,65.0,HIGH
0.4413,0.277,2223.58,981.35,344.13,1325.48,59.6,MODERATE
0.7896,0.277,2223.58,1755.72,129.61,1885.33,84.8,CRITICAL
0.4404,0.277,2223.58,979.29,344.7,1323.99,59.5,MODERATE
0.4264,0.277,2223.58,948.1,353.34,1301.44,58.5,MODERATE
0.5554,0.277,2223.58,1235.02,273.86,1508.87,67.9,HIGH
0.5083,0.277,2223.58,1130.17,302.9,1433.07,64.4,MODERATE
0.4166,0.277,2223.58,926.44,359.34,1285.78,57.8,MODERATE
0.5403,0.277,2223.58,1201.41,283.17,1484.58,66.8,HIGH
0.4475,0.277,2223.58,995.0,340.35,1335.34,60.1,MODERATE
0.4414,0.277,2223.58,981.57,344.07,1325.64,59.6,MODERATE
0.5346,0.277,2223.58,1188.69,286.69,1475.38,66.4,HIGH
0.5476,0.277,2223.58,1217.64,278.67,1496.31,67.3,HIGH
0.4896,0.277,2223.58,1088.72,314.38,1403.11,63.1,MODERATE
0.3452,0.277,2223.58,767.58,403.35,1170.92,52.7,LOW
0.57,0.277,2223.58,1267.39,264.89,1532.28,68.9,HIGH
0.6032,0.277,2223.58,1341.25,244.43,1585.67,71.3,HIGH
0.5509,0.277,2223.58,1224.99,276.63,1501.63,67.5,HIGH
0.4759,0.277,2223.58,1058.28,322.82,1381.1,62.1,MODERATE
0.4656,0.277,2223.58,1035.24,329.2,1364.44,61.4,MODERATE
0.4657,0.277,2223.58,1035.5,329.13,1364.63,61.4,MODERATE
0.3991,0.277,2223.58,887.47,370.14,1257.6,56.6,MODERATE
0.5699,0.277,2223.58,1267.22,264.94,1532.15,68.9,HIGH
0.5122,0.277,2223.58,1138.92,300.48,1439.4,64.7,MODERATE
0.5524,0.277,2223.58,1228.41,275.69,1504.1,67.6,HIGH
0.6139,0.277,2223.58,1365.08,237.82,1602.91,72.1,CRITICAL
0.2702,0.277,2223.58,600.9,449.52,1050.42,47.2,LOW
0.5632,0.277,2223.58,1252.42,269.04,1521.46,68.4,HIGH
0.5312,0.277,2223.58,1181.26,288.75,1470.01,66.1,HIGH
0.582,0.277,2223.58,1294.2,257.46,1551.66,69.8,HIGH
0.5689,0.277,2223.58,1265.04,265.54,1530.58,68.8,HIGH
0.4678,0.277,2223.58,1040.1,327.85,1367.95,61.5,MODERATE
0.678,0.277,2223.58,1507.5,198.37,1705.87,76.7,CRITICAL
0.5997,0.277,2223.58,1333.55,246.56,1580.11,71.1,HIGH
0.4624,0.277,2223.58,1028.16,331.16,1359.32,61.1,MODERATE
0.4928,0.277,2223.58,1095.82,312.42,1408.23,63.3,MODERATE
0.4319,0.277,2223.58,960.34,349.95,1310.29,58.9,MODERATE
0.5293,0.277,2223.58,1176.95,289.94,1466.89,66.0,HIGH
0.3935,0.277,2223.58,875.02,373.58,1248.61,56.2,MODERATE
0.5509,0.277,2223.58,1225.0,276.63,1501.63,67.5,HIGH
0.5036,0.277,2223.58,1119.89,305.75,1425.64,64.1,MODERATE
0.2322,0.277,2223.58,516.24,472.97,989.22,44.5,LOW
0.4682,0.277,2223.58,1041.04,327.59,1368.63,61.6,MODERATE
0.595,0.277,2223.58,1323.09,249.46,1572.55,70.7,HIGH
0.3512,0.277,2223.58,780.85,399.67,1180.53,53.1,LOW
0.3805,0.277,2223.58,846.15,381.58,1227.73,55.2,MODERATE
0.617,0.277,2223.58,1371.93,235.93,1607.86,72.3,CRITICAL
0.3341,0.277,2223.58,742.83,410.2,1153.03,51.9,LOW
0.3412,0.277,2223.58,758.72,405.8,1164.52,52.4,LOW
0.2653,0.277,2223.58,589.9,452.57,1042.47,46.9,LOW
0.416,0.277,2223.58,925.02,359.73,1284.76,57.8,MODERATE
0.4971,0.277,2223.58,1105.45,309.75,1415.2,63.6,MODERATE
0.3503,0.277,2223.58,778.99,400.19,1179.18,53.0,LOW
0.3304,0.277,2223.58,734.65,412.47,1147.12,51.6,LOW
0.4131,0.277,2223.58,918.46,361.55,1280.01,57.6,MODERATE
0.3642,0.277,2223.58,809.75,391.66,1201.42,54.0,LOW
0.4614,0.277,2223.58,1025.93,331.78,1357.71,61.1,MODERATE
0.5098,0.277,2223.58,1133.69,301.93,1435.62,64.6,MODERATE
0.4273,0.277,2223.58,950.23,352.75,1302.98,58.6,MODERATE
0.5996,0.277,2223.58,1333.3,246.63,1579.93,71.1,HIGH
0.5152,0.277,2223.58,1145.61,298.62,1444.24,65.0,MODERATE
0.5156,0.277,2223.58,1146.49,298.38,1444.87,65.0,MODERATE
0.3988,0.277,2223.58,886.83,370.31,1257.15,56.5,MODERATE
0.4196,0.277,2223.58,932.91,357.55,1290.45,58.0,MODERATE
0.482,0.277,2223.58,1071.67,319.11,1390.78,62.5,MODERATE
0.386,0.277,2223.58,858.26,378.23,1236.49,55.6,MODERATE
0.5294,0.277,2223.58,1177.14,289.89,1467.03,66.0,HIGH
0.6082,0.277,2223.58,1352.28,241.37,1593.65,71.7,HIGH
0.496,0.277,2223.58,1102.93,310.45,1413.38,63.6,MODERATE
0.4649,0.277,2223.58,1033.7,329.63,1363.33,61.3,MODERATE
0.5085,0.277,2223.58,1130.67,302.76,1433.43,64.5,MODERATE
0.4962,0.277,2223.58,1103.32,310.34,1413.66,63.6,MODERATE
0.4841,0.277,2223.58,1076.44,317.79,1394.23,62.7,MODERATE
0.5786,0.277,2223.58,1286.48,259.6,1546.08,69.5,HIGH
0.3047,0.277,2223.58,677.47,428.31,1105.78,49.7,LOW
0.4178,0.277,2223.58,928.98,358.63,1287.62,57.9,MODERATE
0.2822,0.277,2223.58,627.53,442.15,1069.67,48.1,LOW
0.4378,0.277,2223.58,973.55,346.29,1319.84,59.4,MODERATE
